"Plot Title: 26deg"
"#","Date Time, GMT+09:30","Temp, °C (LGR S/N: 10484777, SEN S/N: 10484777)","Intensity, Lux (LGR S/N: 10484777, SEN S/N: 10484777)","Coupler Detached (LGR S/N: 10484777)","Coupler Attached (LGR S/N: 10484777)"
1,06/13/14 07:13:23  PM,23.484,0.0,,
2,06/13/14 07:13:28  PM,,,Logged,
3,06/13/14 07:14:23  PM,23.581,0.0,,
4,06/13/14 07:15:23  PM,23.581,0.0,,
5,06/13/14 07:16:23  PM,23.773,10.8,,
6,06/13/14 07:17:23  PM,24.062,10.8,,
7,06/13/14 07:18:23  PM,24.255,86.1,,
8,06/13/14 07:19:23  PM,24.158,64.6,,
9,06/13/14 07:20:23  PM,24.158,21.5,,
10,06/13/14 07:21:23  PM,24.255,21.5,,
11,06/13/14 07:22:23  PM,24.255,226.0,,
12,06/13/14 07:23:23  PM,24.351,139.9,,
13,06/13/14 07:24:23  PM,24.448,107.6,,
14,06/13/14 07:25:23  PM,24.545,139.9,,
15,06/13/14 07:26:23  PM,24.545,75.3,,
16,06/13/14 07:27:23  PM,24.255,236.8,,
17,06/13/14 07:28:23  PM,24.158,10.8,,
18,06/13/14 07:29:23  PM,24.158,10.8,,
19,06/13/14 07:30:23  PM,24.062,0.0,,
20,06/13/14 07:31:23  PM,24.158,0.0,,
21,06/13/14 07:32:23  PM,24.158,0.0,,
22,06/13/14 07:33:23  PM,24.255,0.0,,
23,06/13/14 07:34:23  PM,24.351,0.0,,
24,06/13/14 07:35:23  PM,24.448,0.0,,
25,06/13/14 07:36:23  PM,24.545,0.0,,
26,06/13/14 07:37:23  PM,24.641,0.0,,
27,06/13/14 07:38:23  PM,24.738,0.0,,
28,06/13/14 07:39:23  PM,24.835,0.0,,
29,06/13/14 07:40:23  PM,24.931,0.0,,
30,06/13/14 07:41:23  PM,25.028,0.0,,
31,06/13/14 07:42:23  PM,25.125,0.0,,
32,06/13/14 07:43:23  PM,25.222,0.0,,
33,06/13/14 07:44:23  PM,25.319,0.0,,
34,06/13/14 07:45:23  PM,25.416,0.0,,
35,06/13/14 07:46:23  PM,25.416,0.0,,
36,06/13/14 07:47:23  PM,25.513,0.0,,
37,06/13/14 07:48:23  PM,25.610,0.0,,
38,06/13/14 07:49:23  PM,25.708,0.0,,
39,06/13/14 07:50:23  PM,25.708,0.0,,
40,06/13/14 07:51:23  PM,25.805,0.0,,
41,06/13/14 07:52:23  PM,25.902,0.0,,
42,06/13/14 07:53:23  PM,25.902,0.0,,
43,06/13/14 07:54:23  PM,25.902,0.0,,
44,06/13/14 07:55:23  PM,25.902,0.0,,
45,06/13/14 07:56:23  PM,25.902,0.0,,
46,06/13/14 07:57:23  PM,25.902,0.0,,
47,06/13/14 07:58:23  PM,25.902,0.0,,
48,06/13/14 07:59:23  PM,25.902,0.0,,
49,06/13/14 08:00:23  PM,25.902,0.0,,
50,06/13/14 08:01:23  PM,25.902,0.0,,
51,06/13/14 08:02:23  PM,25.902,0.0,,
52,06/13/14 08:03:23  PM,25.902,0.0,,
53,06/13/14 08:04:23  PM,26.000,0.0,,
54,06/13/14 08:05:23  PM,26.000,0.0,,
55,06/13/14 08:06:23  PM,26.000,0.0,,
56,06/13/14 08:07:23  PM,26.000,0.0,,
57,06/13/14 08:08:23  PM,26.097,0.0,,
58,06/13/14 08:09:23  PM,26.097,0.0,,
59,06/13/14 08:10:23  PM,26.097,0.0,,
60,06/13/14 08:11:23  PM,26.195,0.0,,
61,06/13/14 08:12:23  PM,26.195,0.0,,
62,06/13/14 08:13:23  PM,26.195,0.0,,
63,06/13/14 08:14:23  PM,26.292,0.0,,
64,06/13/14 08:15:23  PM,26.292,0.0,,
65,06/13/14 08:16:23  PM,26.292,0.0,,
66,06/13/14 08:17:23  PM,26.292,0.0,,
67,06/13/14 08:18:23  PM,26.390,0.0,,
68,06/13/14 08:19:23  PM,26.390,0.0,,
