category	ID	term	count	genes	logFC	adj_pval	zscore
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.17631	-0.456835298	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.11227	0.236648175	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.02795	0.961435852	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.16555	0.804918029	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.13700	0.546484813	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.01024	0.532434046	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.00547	0.483992235	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.18754	0.479437896	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.18957	0.438172268	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.06677	0.416585014	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.17004	0.356023515	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.05522	0.351170186	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.05783	0.330845407	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.13789	0.264947316	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.12529	0.263601563	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.06198	-0.209794622	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.21018	-0.242211216	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.17726	-0.244617217	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.01553	-0.248309694	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.00071	-0.270459714	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.09437	-0.270633971	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.15047	-0.273856529	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.21456	-0.279104844	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.03418	-0.280326886	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.15228	-0.281185695	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.21272	-0.28581134	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.03085	-0.293715109	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.10283	-0.299539446	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.06518	-0.301881263	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.01811	-0.313989957	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.11900	-0.320676373	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.24378	-0.323601906	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.08139	-0.336496578	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.19830	-0.347112263	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.01906	-0.350865582	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.13600	-0.366371774	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.01528	-0.36985651	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.08881	-0.378376364	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.12058	-0.38795528	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.22914	-0.394544777	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.08685	-0.396240518	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.06769	-0.397733994	9.214670165	-7.005888539
CC	GO:0005740	mitochondrial envelope	97	AUG_V2A.11285	-0.40024328	9.214670165	-7.005888539
