Category	ID	Term	GeneRatio	adj_pval	genes
CC	GO:0005840	ribosome	43/1426	2.09E-07	"aug_v2a.14235,aug_v2a.12058,aug_v2a.05432,aug_v2a.02425,aug_v2a.01628,aug_v2a.21742,aug_v2a.04865,aug_v2a.09751,aug_v2a.15027,aug_v2a.17041,aug_v2a.15006,aug_v2a.23295,aug_v2a.24414,aug_v2a.11987,aug_v2a.07045,aug_v2a.05534,aug_v2a.18520,aug_v2a.09618,aug_v2a.00055,aug_v2a.04487,aug_v2a.19037,aug_v2a.02276,aug_v2a.21938,aug_v2a.14967,aug_v2a.24661,aug_v2a.07931,aug_v2a.13196,aug_v2a.18712,aug_v2a.11010,aug_v2a.04051,aug_v2a.23098,aug_v2a.14100,aug_v2a.15259,aug_v2a.05611,aug_v2a.05187,aug_v2a.09262,aug_v2a.01786,aug_v2a.24730,aug_v2a.09432,aug_v2a.00213,aug_v2a.15940,aug_v2a.06698,aug_v2a.12420"
CC	GO:0022626	cytosolic ribosome	18/1426	4.71E-05	"aug_v2a.14235,aug_v2a.12058,aug_v2a.05432,aug_v2a.21742,aug_v2a.09751,aug_v2a.17041,aug_v2a.15006,aug_v2a.23295,aug_v2a.11987,aug_v2a.05534,aug_v2a.18520,aug_v2a.04487,aug_v2a.24661,aug_v2a.07931,aug_v2a.18712,aug_v2a.11010,aug_v2a.01786,aug_v2a.06698"
CC	GO:0005740	mitochondrial envelope	79/1426	7.45E-05	"aug_v2a.10975,aug_v2a.13700,aug_v2a.00547,aug_v2a.06677,aug_v2a.05522,aug_v2a.13789,aug_v2a.21018,aug_v2a.01553,aug_v2a.10283,aug_v2a.01811,aug_v2a.08139,aug_v2a.08881,aug_v2a.12058,aug_v2a.22914,aug_v2a.17042,aug_v2a.02425,aug_v2a.22767,aug_v2a.21619,aug_v2a.01628,aug_v2a.09057,aug_v2a.18234,aug_v2a.17925,aug_v2a.13323,aug_v2a.04506,aug_v2a.06008,aug_v2a.15215,aug_v2a.20028,aug_v2a.06549,aug_v2a.14322,aug_v2a.08506,aug_v2a.10168,aug_v2a.14677,aug_v2a.20029,aug_v2a.05451,aug_v2a.19877,aug_v2a.18105,aug_v2a.05081,aug_v2a.08727,aug_v2a.08098,aug_v2a.09319,aug_v2a.11632,aug_v2a.11510,aug_v2a.08501,aug_v2a.22799,aug_v2a.21987,aug_v2a.06758,aug_v2a.23631,aug_v2a.15351,aug_v2a.10700,aug_v2a.05436,aug_v2a.03390,aug_v2a.05187,aug_v2a.20820,aug_v2a.24277,aug_v2a.09123,aug_v2a.01622,aug_v2a.00213,aug_v2a.10758,aug_v2a.10890,aug_v2a.03018,aug_v2a.24431,aug_v2a.13911,aug_v2a.03629,aug_v2a.00657,aug_v2a.24392,aug_v2a.18492,aug_v2a.06339,aug_v2a.04844,aug_v2a.05088,aug_v2a.23310,aug_v2a.00585,aug_v2a.07840,aug_v2a.21638,aug_v2a.06484,aug_v2a.05602,aug_v2a.06565,aug_v2a.14228,aug_v2a.11419,aug_v2a.06007"
CC	GO:1905369	endopeptidase complex	24/1426	7.45E-05	"aug_v2a.11361,aug_v2a.13922,aug_v2a.19870,aug_v2a.21909,aug_v2a.04503,aug_v2a.00899,aug_v2a.22817,aug_v2a.10957,aug_v2a.20908,aug_v2a.05104,aug_v2a.07756,aug_v2a.24255,aug_v2a.22206,aug_v2a.01847,aug_v2a.08236,aug_v2a.19581,aug_v2a.18756,aug_v2a.19372,aug_v2a.06619,aug_v2a.10599,aug_v2a.02715,aug_v2a.10113,aug_v2a.18662,aug_v2a.08271"
CC	GO:0031966	mitochondrial membrane	75/1426	7.45E-05	"aug_v2a.10975,aug_v2a.13700,aug_v2a.00547,aug_v2a.05522,aug_v2a.13789,aug_v2a.21018,aug_v2a.01553,aug_v2a.10283,aug_v2a.01811,aug_v2a.08139,aug_v2a.08881,aug_v2a.12058,aug_v2a.22914,aug_v2a.02425,aug_v2a.22767,aug_v2a.01628,aug_v2a.09057,aug_v2a.18234,aug_v2a.17925,aug_v2a.13323,aug_v2a.04506,aug_v2a.06008,aug_v2a.15215,aug_v2a.20028,aug_v2a.06549,aug_v2a.14322,aug_v2a.08506,aug_v2a.10168,aug_v2a.14677,aug_v2a.20029,aug_v2a.19877,aug_v2a.18105,aug_v2a.05081,aug_v2a.08727,aug_v2a.08098,aug_v2a.09319,aug_v2a.11632,aug_v2a.11510,aug_v2a.08501,aug_v2a.22799,aug_v2a.21987,aug_v2a.06758,aug_v2a.23631,aug_v2a.15351,aug_v2a.10700,aug_v2a.05436,aug_v2a.03390,aug_v2a.05187,aug_v2a.20820,aug_v2a.24277,aug_v2a.09123,aug_v2a.01622,aug_v2a.00213,aug_v2a.10758,aug_v2a.10890,aug_v2a.03018,aug_v2a.24431,aug_v2a.13911,aug_v2a.03629,aug_v2a.00657,aug_v2a.24392,aug_v2a.18492,aug_v2a.06339,aug_v2a.04844,aug_v2a.05088,aug_v2a.23310,aug_v2a.00585,aug_v2a.07840,aug_v2a.21638,aug_v2a.06484,aug_v2a.05602,aug_v2a.06565,aug_v2a.14228,aug_v2a.11419,aug_v2a.06007"
CC	GO:1905368	peptidase complex	25/1426	0.000112896	"aug_v2a.11361,aug_v2a.13922,aug_v2a.19870,aug_v2a.21909,aug_v2a.04503,aug_v2a.00899,aug_v2a.22817,aug_v2a.10957,aug_v2a.20908,aug_v2a.05104,aug_v2a.07756,aug_v2a.24255,aug_v2a.22206,aug_v2a.01847,aug_v2a.08236,aug_v2a.02652,aug_v2a.19581,aug_v2a.18756,aug_v2a.19372,aug_v2a.06619,aug_v2a.10599,aug_v2a.02715,aug_v2a.10113,aug_v2a.18662,aug_v2a.08271"
CC	GO:0044391	ribosomal subunit	25/1426	0.000120075	"aug_v2a.14235,aug_v2a.12058,aug_v2a.05432,aug_v2a.02425,aug_v2a.01628,aug_v2a.21742,aug_v2a.09751,aug_v2a.17041,aug_v2a.15006,aug_v2a.23295,aug_v2a.11987,aug_v2a.05534,aug_v2a.18520,aug_v2a.09618,aug_v2a.04487,aug_v2a.24661,aug_v2a.07931,aug_v2a.18712,aug_v2a.11010,aug_v2a.01786,aug_v2a.24730,aug_v2a.09432,aug_v2a.00213,aug_v2a.06698,aug_v2a.12420"
CC	GO:0000502	proteasome complex	22/1426	0.000153054	"aug_v2a.11361,aug_v2a.13922,aug_v2a.19870,aug_v2a.21909,aug_v2a.04503,aug_v2a.22817,aug_v2a.10957,aug_v2a.20908,aug_v2a.05104,aug_v2a.07756,aug_v2a.24255,aug_v2a.22206,aug_v2a.01847,aug_v2a.08236,aug_v2a.19581,aug_v2a.18756,aug_v2a.19372,aug_v2a.06619,aug_v2a.10599,aug_v2a.02715,aug_v2a.10113,aug_v2a.18662"
CC	GO:0022625	cytosolic large ribosomal subunit	12/1426	0.000237581	"aug_v2a.21742,aug_v2a.09751,aug_v2a.17041,aug_v2a.15006,aug_v2a.11987,aug_v2a.05534,aug_v2a.18520,aug_v2a.04487,aug_v2a.24661,aug_v2a.07931,aug_v2a.18712,aug_v2a.11010"
CC	GO:0015934	large ribosomal subunit	18/1426	0.000393726	"aug_v2a.12058,aug_v2a.02425,aug_v2a.21742,aug_v2a.09751,aug_v2a.17041,aug_v2a.15006,aug_v2a.11987,aug_v2a.05534,aug_v2a.18520,aug_v2a.04487,aug_v2a.24661,aug_v2a.07931,aug_v2a.18712,aug_v2a.11010,aug_v2a.24730,aug_v2a.09432,aug_v2a.00213,aug_v2a.12420"
CC	GO:0070603	SWI/SNF superfamily-type complex	19/1426	0.000631046	"aug_v2a.24312,aug_v2a.13922,aug_v2a.03047,aug_v2a.23920,aug_v2a.15242,aug_v2a.06014,aug_v2a.22897,aug_v2a.07137,aug_v2a.11079,aug_v2a.11080,aug_v2a.19313,aug_v2a.11078,aug_v2a.20729,aug_v2a.12194,aug_v2a.23718,aug_v2a.11162,aug_v2a.20728,aug_v2a.19813,aug_v2a.18921"
CC	GO:0005743	mitochondrial inner membrane	53/1426	0.000836555	"aug_v2a.00547,aug_v2a.05522,aug_v2a.21018,aug_v2a.10283,aug_v2a.08139,aug_v2a.08881,aug_v2a.12058,aug_v2a.22914,aug_v2a.02425,aug_v2a.22767,aug_v2a.01628,aug_v2a.09057,aug_v2a.18234,aug_v2a.17925,aug_v2a.06008,aug_v2a.15215,aug_v2a.20028,aug_v2a.06549,aug_v2a.14322,aug_v2a.10168,aug_v2a.14677,aug_v2a.20029,aug_v2a.19877,aug_v2a.08098,aug_v2a.09319,aug_v2a.11632,aug_v2a.11510,aug_v2a.08501,aug_v2a.21987,aug_v2a.06758,aug_v2a.23631,aug_v2a.15351,aug_v2a.05436,aug_v2a.05187,aug_v2a.20820,aug_v2a.24277,aug_v2a.09123,aug_v2a.00213,aug_v2a.10758,aug_v2a.10890,aug_v2a.03629,aug_v2a.00657,aug_v2a.24392,aug_v2a.18492,aug_v2a.04844,aug_v2a.05088,aug_v2a.23310,aug_v2a.00585,aug_v2a.07840,aug_v2a.21638,aug_v2a.06484,aug_v2a.14228,aug_v2a.11419"
CC	GO:0019866	organelle inner membrane	56/1426	0.001147341	"aug_v2a.00547,aug_v2a.05522,aug_v2a.21018,aug_v2a.10283,aug_v2a.08139,aug_v2a.08881,aug_v2a.12058,aug_v2a.22914,aug_v2a.02425,aug_v2a.22767,aug_v2a.01628,aug_v2a.09057,aug_v2a.18234,aug_v2a.17925,aug_v2a.06008,aug_v2a.15215,aug_v2a.20028,aug_v2a.06549,aug_v2a.14322,aug_v2a.10168,aug_v2a.14677,aug_v2a.20029,aug_v2a.19877,aug_v2a.08499,aug_v2a.08098,aug_v2a.09319,aug_v2a.11632,aug_v2a.11510,aug_v2a.08501,aug_v2a.21987,aug_v2a.06758,aug_v2a.23631,aug_v2a.15351,aug_v2a.05436,aug_v2a.05187,aug_v2a.21728,aug_v2a.20820,aug_v2a.24277,aug_v2a.09123,aug_v2a.00213,aug_v2a.06766,aug_v2a.10758,aug_v2a.10890,aug_v2a.03629,aug_v2a.00657,aug_v2a.24392,aug_v2a.18492,aug_v2a.04844,aug_v2a.05088,aug_v2a.23310,aug_v2a.00585,aug_v2a.07840,aug_v2a.21638,aug_v2a.06484,aug_v2a.14228,aug_v2a.11419"
